"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16514	25835	"MD95-2043"	36.14333	-2.62111	7	"AWI"	7	504	798	668	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	4	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	110	2	0	0	0	0	0	0	9	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	9	"AWI"	9	670	1035	877	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	2	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	84	4	0	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	15	"AWI"	15	1089	1601	1390	0	0	1	13	0	0	9	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	1	0	58	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	19	"AWI"	19	1218	1847	1556	0	0	1	10	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	3	0	0	14	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	83	8	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
16514	25835	"MD95-2043"	36.14333	-2.62111	23	"AWI"	23	1296	2175	1715	0	0	0	8	0	0	6	2	0	0	0	2	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	166	4	0	0	0	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	25	"AWI"	25	1326	2342	1796	0	0	0	6	0	0	1	0	0	1	0	1	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	86	4	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	27	"AWI"	27	1375	2456	1873	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	10	0	0	0	0	0	5	0	0	0	0	0	2	0	1	0	0	169	4	0	0	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	33	"AWI"	33	1581	2575	2118	0	0	0	4	0	0	4	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	219	3	0	0	0	0	0	0	33	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	37	"AWI"	37	1671	2696	2278	0	0	2	7	0	0	4	0	0	0	0	3	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	141	2	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	43	"AWI"	43	1996	2851	2484	0	0	0	6	0	1	2	0	0	0	0	2	0	0	0	0	12	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	261	2	0	0	0	0	0	0	25	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	45	"AWI"	45	2146	2871	2548	0	0	2	6	0	0	7	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	1	0	90	0	0	0	0	0	0	0	27	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	47	"AWI"	47	2292	2895	2613	0	0	2	6	0	0	3	0	0	1	0	3	0	0	0	0	25	0	0	1	0	0	3	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	245	2	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	53	"AWI"	53	2614	3060	2820	0	0	0	4	0	0	2	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	193	3	0	0	0	0	0	0	23	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
16514	25835	"MD95-2043"	36.14333	-2.62111	57	"AWI"	57	2742	3199	2955	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	1	1	0	0	7	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	109	2	0	0	0	0	0	0	6	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	63	"AWI"	63	2807	3634	3139	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	174	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	67	"AWI"	67	2890	3868	3263	0	0	0	6	0	0	3	0	0	2	0	1	0	0	0	0	23	0	0	0	0	1	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	152	3	0	0	0	0	0	0	19	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	73	"AWI"	73	3057	3974	3491	0	0	0	6	0	0	7	0	0	0	0	3	0	0	0	0	19	0	0	0	0	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	206	5	0	0	0	0	0	0	17	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	77	"AWI"	77	3106	4087	3647	0	0	0	9	0	0	3	0	0	0	0	0	1	0	0	0	18	0	0	0	0	2	2	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	161	4	0	0	0	0	0	0	26	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	83	"AWI"	83	3397	4198	3819	0	0	0	4	0	0	4	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	1	0	0	10	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	181	5	0	0	0	0	0	0	24	18	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	87	"AWI"	87	3596	4248	3929	0	0	0	7	0	0	1	1	0	0	0	2	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	222	6	0	1	0	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	93	"AWI"	93	3801	4361	4101	0	0	0	2	0	0	1	3	0	0	0	2	0	0	0	0	16	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	313	1	0	0	0	0	0	0	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	97	"AWI"	97	3931	4427	4195	0	0	0	7	0	0	4	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	148	7	0	0	0	0	0	0	26	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	103	"AWI"	103	4023	4700	4328	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5	0	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	206	3	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	107	"AWI"	107	4082	4847	4413	0	0	0	11	0	0	3	1	0	0	0	1	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	1	0	165	1	0	0	0	0	0	0	29	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	25835	"MD95-2043"	36.14333	-2.62111	113	"AWI"	113	4166	4965	4542	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	5	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	121	3	0	1	0	0	0	0	16	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
