"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	49	"AWI"	49	248	605	438	0	0	16.2872154115587	0	0	0	0	0.525394045534151	0	0	5.77933450087566	0	0	0	0	0	0	0	0.0875656742556918	0	0	0	17.338003502627	1.31348511383538	0	0	23.292469352014	0	0	0	14.7110332749562	0	0	0	0	0	0.0875656742556918	0	0.175131348511384	0	0	0.0875656742556918	0	0	0	1.83887915936953	0	0	3.32749562171629	0	0	0	0	0	0	0	12.2591943957968	0	0	0	0	0	0.0875656742556918	0	0	0	0	0	0	0	0	0	1.57618213660245	1.13835376532399	0	0	0	0.0875656742556918
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	50	"AWI"	50	260	616	448	0	0	19.8347107438017	0	0	0	0	0.247933884297521	0	0	5.20661157024793	0	0	0	0	0	0	0	0	0	0	0	22.8099173553719	0.826446280991736	0	0	19.7520661157025	0	0	0	14.5454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98347107438017	0	0	0.330578512396694	0	0	0	0	0	0	0	10.6611570247934	0	0	0	0	0	0.165289256198347	0	0	0	0	0	0	0	0	0	2.31404958677686	1.2396694214876	0	0	0	0.0826446280991736
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	51	"AWI"	51	275	619	459	0	0.171232876712329	17.9794520547945	0.0856164383561644	0	0	0	0.428082191780822	0	0	6.50684931506849	0	0	0	0	0	0	0	0.171232876712329	0	0	0	16.7808219178082	0.684931506849315	0	0	22.3458904109589	0	0	0	17.3801369863014	0	0	0	0	0.0856164383561644	0	0.0856164383561644	0.770547945205479	0	0	0	0	0	0	2.22602739726027	0	0	0.856164383561644	0	0	0	0	0	0	0	10.2739726027397	0	0	0	0	0	0.342465753424658	0	0	0	0	0	0	0	0	0	2.14041095890411	0.684931506849315	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	52	"AWI"	52	285	625	470	0	0	17.7033492822967	0.0956937799043062	0	0	0.0956937799043062	0.0956937799043062	0	0	6.2200956937799	0	0	0	0	0	0	0	0.0956937799043062	0	0	0	20.7655502392345	2.20095693779904	0	0	20.1913875598086	0	0	0	15.5980861244019	0	0	0	0	0	0.0956937799043062	0	0.0956937799043062	0	0	0	0	0	0	1.72248803827751	0	0	0.861244019138756	0	0	0	0	0	0	0	11.7703349282297	0	0	0	0	0.191387559808612	0.382775119617225	0	0	0	0	0	0	0	0	0	1.5311004784689	0.287081339712919	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	53	"AWI"	53	294	631	482	0	0.150829562594268	15.4600301659125	0.0754147812971342	0	0	0	0.377073906485671	0	0	6.86274509803922	0	0	0	0	0	0	0	0.0754147812971342	0	0	0	18.552036199095	2.03619909502262	0	0	24.2081447963801	0	0	0	13.4238310708899	0.0754147812971342	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11161387631976	0	0	0.904977375565611	0	0	4.14781297134238	0	0	0	0	9.42684766214178	0	0	0	0	0	0.301659125188537	0	0	0	0	0	0.0754147812971342	0.0754147812971342	0	0	1.20663650075415	0.377073906485671	0.0754147812971342	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	54	"AWI"	54	306	641	492	0	0.337837837837838	17.4831081081081	0.0844594594594595	0	0	0	0.422297297297297	0	0	6.6722972972973	0	0	0	0	0	0	0	0	0	0	0	19.7635135135135	1.09797297297297	0	0	22.3817567567568	0	0	0	14.8648648648649	0	0	0	0	0	0	0	0.168918918918919	0	0	0	0	0	0	1.35135135135135	0	0	1.01351351351351	0	0	0	0	0.0844594594594595	0	0.0844594594594595	11.7398648648649	0	0	0	0.253378378378378	0	0.337837837837838	0	0	0	0.0844594594594595	0	0	0	0	0	1.26689189189189	0.506756756756757	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	55	"AWI"	55	315	651	503	0	0.104493207941484	18.5997910135841	0.104493207941484	0	0	0	0.208986415882968	0	0	8.04597701149425	0	0	0	0	0	0	0	0	0	0	0	21.6300940438871	1.77638453500522	0	0	19.5402298850575	0	0	0	12.748171368861	0	0	0	0	0	0	0	0.208986415882968	0.104493207941484	0	0	0	0	0	0.731452455590387	0	0	0.731452455590387	0	0	0	0	0.208986415882968	0	0.104493207941484	13.166144200627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56739811912226	0.417972831765935	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	56	"AWI"	56	328	659	514	0	0.198216055500496	17.5421209117939	0.0991080277502478	0	0	0	0.396432111000991	0	0	7.43310208126858	0	0	0	0	0	0	0	0.198216055500496	0	0	0	22.4975222993062	1.58572844400396	0	0	16.0555004955401	0	0	0	13.5777998017839	0	0	0	0	0	0	0	0.297324083250743	0	0	0	0.0991080277502478	0	0	2.97324083250743	0	0	0.594648166501487	0	0	0	0	0	0	0.0991080277502478	13.5777998017839	0	0	0	0	0	0.495540138751239	0	0	0	0	0	0	0	0	0	1.28840436075322	0.991080277502478	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	57	"AWI"	57	338	667	525	0	0.336134453781513	16.6386554621849	0.168067226890756	0	0	0.0840336134453782	0.252100840336134	0	0	6.97478991596639	0	0	0	0	0	0	0	0	0	0	0	22.2689075630252	1.42857142857143	0	0	20.5042016806723	0	0	0	13.8655462184874	0	0	0	0	0	0	0	0.252100840336134	0	0	0	0	0	0	1.84873949579832	0	0	1.00840336134454	0	0	0	0	0	0	0	12.1848739495798	0	0	0	0	0	0.336134453781513	0	0	0	0	0	0	0.0840336134453782	0	0	0.672268907563025	0.92436974789916	0.0840336134453782	0	0	0.0840336134453782
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	58	"AWI"	58	349	674	535	0	0.160642570281124	16.9477911646586	0.160642570281124	0	0	0	0.240963855421687	0	0	6.90763052208835	0	0	0	0	0	0	0	0.240963855421687	0.0803212851405622	0	0	20.9638554216867	1.285140562249	0	0	19.0361445783133	0	0	0	15.5823293172691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24899598393574	0	0	0.963855421686747	0	0	0	0	0	0	0	12.5301204819277	0	0	0	0.0803212851405622	0	0.240963855421687	0	0	0	0	0	0	0	0.0803212851405622	0	1.60642570281124	0.642570281124498	0	0	0	0
