"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	49	"AWI"	49	248	605	438	0	0	186	0	0	0	0	6	0	0	66	0	0	0	0	0	0	0	1	0	0	0	198	15	0	0	266	0	0	0	168	0	0	0	0	0	1	0	2	0	0	1	0	0	0	21	0	0	38	0	0	0	0	0	0	0	140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	13	0	0	0	1
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	50	"AWI"	50	260	616	448	0	0	240	0	0	0	0	3	0	0	63	0	0	0	0	0	0	0	0	0	0	0	276	10	0	0	239	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	4	0	0	0	0	0	0	0	129	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	15	0	0	0	1
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	51	"AWI"	51	275	619	459	0	2	210	1	0	0	0	5	0	0	76	0	0	0	0	0	0	0	2	0	0	0	196	8	0	0	261	0	0	0	203	0	0	0	0	1	0	1	9	0	0	0	0	0	0	26	0	0	10	0	0	0	0	0	0	0	120	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	25	8	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	52	"AWI"	52	285	625	470	0	0	185	1	0	0	1	1	0	0	65	0	0	0	0	0	0	0	1	0	0	0	217	23	0	0	211	0	0	0	163	0	0	0	0	0	1	0	1	0	0	0	0	0	0	18	0	0	9	0	0	0	0	0	0	0	123	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	53	"AWI"	53	294	631	482	0	2	205	1	0	0	0	5	0	0	91	0	0	0	0	0	0	0	1	0	0	0	246	27	0	0	321	0	0	0	178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	12	0	0	55	0	0	0	0	125	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	16	5	1	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	54	"AWI"	54	306	641	492	0	4	207	1	0	0	0	5	0	0	79	0	0	0	0	0	0	0	0	0	0	0	234	13	0	0	265	0	0	0	176	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	0	12	0	0	0	0	1	0	1	139	0	0	0	3	0	4	0	0	0	1	0	0	0	0	0	15	6	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	55	"AWI"	55	315	651	503	0	1	178	1	0	0	0	2	0	0	77	0	0	0	0	0	0	0	0	0	0	0	207	17	0	0	187	0	0	0	122	0	0	0	0	0	0	0	2	1	0	0	0	0	0	7	0	0	7	0	0	0	0	2	0	1	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	56	"AWI"	56	328	659	514	0	2	177	1	0	0	0	4	0	0	75	0	0	0	0	0	0	0	2	0	0	0	227	16	0	0	162	0	0	0	137	0	0	0	0	0	0	0	3	0	0	0	1	0	0	30	0	0	6	0	0	0	0	0	0	1	137	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	10	0	0	0	0
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	57	"AWI"	57	338	667	525	0	4	198	2	0	0	1	3	0	0	83	0	0	0	0	0	0	0	0	0	0	0	265	17	0	0	244	0	0	0	165	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22	0	0	12	0	0	0	0	0	0	0	145	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	8	11	1	0	0	1
24241	42671	"Wilder See am Ruhestein"	48.56961	8.2395	58	"AWI"	58	349	674	535	0	2	211	2	0	0	0	3	0	0	86	0	0	0	0	0	0	0	3	1	0	0	261	16	0	0	237	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	12	0	0	0	0	0	0	0	156	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	20	8	0	0	0	0
