# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	76601	45.6	17.8	200	0.017	0.288	0.165	1.533	0.222	0.239	0.612	0.597	0.388	0.403	30
2	76602	45.6	17.9	200	0.016	0.29	0.161	1.536	0.226	0.238	0.622	0.602	0.378	0.398	30
3	76603	45.6	18	200	0.011	0.293	0.162	1.533	0.235	0.243	0.629	0.608	0.371	0.392	30
4	76604	45.6	18.1	200	0.005	0.293	0.164	1.533	0.238	0.244	0.63	0.608	0.37	0.392	30
5	76605	45.6	18.2	200	0.004	0.293	0.165	1.531	0.24	0.243	0.625	0.602	0.375	0.398	30
6	76606	45.6	18.3	200	0.004	0.286	0.161	1.535	0.232	0.235	0.608	0.583	0.392	0.417	30
7	76607	45.6	18.4	200	0.003	0.284	0.156	1.535	0.235	0.236	0.618	0.592	0.382	0.408	30
8	76608	45.6	18.5	200	0.004	0.286	0.157	1.531	0.24	0.24	0.636	0.609	0.364	0.39	30
9	76609	45.6	18.6	200	0.004	0.29	0.159	1.529	0.244	0.243	0.636	0.609	0.364	0.391	30
10	76610	45.6	18.7	200	0.004	0.292	0.16	1.529	0.246	0.246	0.636	0.61	0.364	0.39	30
11	76611	45.6	18.8	200	0.004	0.312	0.162	1.517	0.253	0.252	0.628	0.603	0.372	0.397	30
12	76612	45.6	18.9	199.998168396146	0.011	0.316	0.159	1.506	0.255	0.258	0.638	0.617	0.362	0.383	30
13	76613	45.6	19	200	0.01	0.307	0.171	1.517	0.262	0.258	0.656	0.628	0.344	0.372	30
14	76614	45.6	19.1	200	0.006	0.302	0.173	1.519	0.253	0.245	0.648	0.615	0.352	0.385	30
15	76615	45.6	19.2	200	0.008	0.299	0.172	1.51	0.25	0.244	0.642	0.612	0.358	0.388	30
16	76616	45.6	19.3	200	0.013	0.298	0.169	1.499	0.247	0.241	0.634	0.599	0.366	0.401	30
17	76617	45.6	19.4	200	0.014	0.299	0.171	1.502	0.245	0.238	0.624	0.589	0.376	0.411	30
18	76618	45.6	19.5	200	0.013	0.302	0.174	1.501	0.249	0.244	0.631	0.598	0.369	0.402	30
19	76619	45.6	19.6	200	0.012	0.303	0.173	1.499	0.245	0.244	0.622	0.592	0.378	0.408	30
20	76620	45.6	19.7	200	0.015	0.302	0.171	1.497	0.24	0.238	0.609	0.577	0.392	0.423	30
21	76621	45.6	19.8	200	0.018	0.306	0.171	1.487	0.245	0.243	0.61	0.582	0.39	0.418	30
22	76622	45.6	19.9	200	0.019	0.305	0.174	1.487	0.249	0.246	0.621	0.591	0.38	0.409	30
23	76623	45.6	20	200	0.019	0.307	0.175	1.494	0.262	0.257	0.635	0.605	0.365	0.395	30
24	76624	45.6	20.1	200	0.021	0.315	0.188	1.502	0.291	0.287	0.663	0.635	0.337	0.365	30
25	76625	45.6	20.2	200	0.017	0.328	0.197	1.499	0.298	0.303	0.673	0.653	0.327	0.347	30
26	76626	45.6	20.3	200	0.014	0.333	0.204	1.495	0.304	0.312	0.681	0.662	0.319	0.338	30
27	76627	45.6	20.4	200	0.016	0.336	0.202	1.488	0.308	0.311	0.692	0.671	0.308	0.329	30
28	76628	45.6	20.5	200	0.019	0.342	0.203	1.479	0.323	0.324	0.711	0.691	0.289	0.309	30
29	76629	45.6	20.6	200	0.021	0.347	0.208	1.472	0.323	0.324	0.717	0.696	0.283	0.304	30
30	76630	45.6	20.7	200	0.021	0.348	0.207	1.473	0.32	0.323	0.717	0.697	0.283	0.304	30
31	76631	45.6	20.8	200	0.019	0.349	0.213	1.481	0.339	0.343	0.737	0.717	0.264	0.283	30
32	76632	45.6	20.9	200	0.018	0.342	0.214	1.49	0.34	0.348	0.742	0.725	0.258	0.275	30
33	76633	45.6	21	200	0.017	0.323	0.202	1.504	0.313	0.325	0.722	0.707	0.278	0.293	30
34	76634	45.6	21.1	200	0.017	0.318	0.199	1.514	0.299	0.312	0.716	0.7	0.284	0.3	30
35	76635	45.6	21.2	200	0.017	0.31	0.19	1.515	0.3	0.314	0.707	0.692	0.293	0.308	30
36	76636	45.6	21.3	200	0.019	0.328	0.21	1.512	0.315	0.328	0.716	0.702	0.284	0.298	30
37	76637	45.6	21.4	200	0.019	0.325	0.205	1.516	0.312	0.323	0.714	0.699	0.286	0.301	30
38	76638	45.6	21.5	200	0.021	0.307	0.19	1.521	0.292	0.306	0.696	0.683	0.304	0.317	30
39	76639	45.6	21.6	200	0.028	0.306	0.188	1.526	0.274	0.294	0.675	0.665	0.325	0.335	30
40	76640	45.6	21.7	200	0.036	0.304	0.188	1.529	0.267	0.292	0.664	0.656	0.337	0.344	30
41	76641	45.6	21.8	200	0.034	0.306	0.191	1.529	0.27	0.296	0.668	0.661	0.333	0.339	30
42	76642	45.6	21.9	200	0.034	0.302	0.187	1.529	0.265	0.292	0.661	0.655	0.339	0.346	30
43	76643	45.6	22	200	0.033	0.301	0.182	1.529	0.262	0.29	0.656	0.65	0.345	0.351	30
44	76644	45.6	22.1	199.998568997923	0.043	0.3	0.181	1.521	0.256	0.285	0.631	0.622	0.369	0.378	30
45	76645	45.6	22.2	199.938468763208	0.094	0.3	0.172	1.505	0.237	0.264	0.617	0.596	0.383	0.404	30
46	76646	45.6	22.3	199.662586349416	0.145	0.318	0.17	1.46	0.227	0.254	0.626	0.601	0.374	0.399	30
47	76647	45.6	22.4	199.678300444734	0.163	0.323	0.173	1.453	0.225	0.251	0.624	0.6	0.376	0.4	30
48	76648	45.6	22.5	199.834411504305	0.166	0.319	0.167	1.46	0.214	0.235	0.618	0.591	0.382	0.409	30
49	76649	45.6	22.6	199.902132340411	0.167	0.317	0.159	1.468	0.207	0.226	0.613	0.582	0.387	0.418	30
50	76650	45.6	22.7	199.927367722184	0.148	0.316	0.166	1.493	0.216	0.237	0.612	0.584	0.388	0.416	30
51	76651	45.6	22.8	199.95641549082	0.103	0.318	0.187	1.51	0.243	0.277	0.634	0.625	0.366	0.375	30
52	76652	45.6	22.9	199.994498100912	0.077	0.317	0.198	1.519	0.271	0.31	0.679	0.679	0.322	0.322	30
53	76653	45.6	23	199.937827276602	0.084	0.312	0.188	1.515	0.269	0.304	0.682	0.676	0.318	0.324	30
54	76654	45.6	23.1	199.934072489492	0.113	0.31	0.17	1.511	0.247	0.277	0.664	0.647	0.336	0.352	30
55	76655	45.6	23.2	199.46886763168	0.157	0.321	0.164	1.467	0.219	0.242	0.656	0.626	0.344	0.374	30
56	76656	45.6	23.3	198.091679477365	0.198	0.315	0.14	1.381	0.166	0.174	0.587	0.544	0.413	0.456	30
57	76657	45.6	23.4	193.393454849429	0.232	0.307	0.122	1.348	0.14	0.143	0.544	0.496	0.455	0.504	30
58	76658	45.6	23.5	190.008580796679	0.244	0.306	0.118	1.326	0.133	0.134	0.523	0.473	0.476	0.527	30
59	76659	45.6	23.6	195.844967457154	0.23	0.304	0.116	1.344	0.14	0.144	0.526	0.479	0.474	0.521	30
60	76660	45.6	23.7	192.343586979502	0.237	0.305	0.117	1.326	0.134	0.137	0.521	0.467	0.479	0.533	30
61	76661	45.6	23.8	178.529661124438	0.264	0.307	0.116	1.31	0.131	0.133	0.511	0.46	0.488	0.54	30
62	76662	45.6	23.9	187.377939085579	0.243	0.306	0.116	1.322	0.142	0.144	0.529	0.478	0.471	0.522	30
63	76663	45.6	24	196.634533894877	0.24	0.309	0.127	1.359	0.164	0.169	0.564	0.518	0.436	0.482	30
64	76664	45.6	24.1	195.64334258649	0.239	0.313	0.133	1.38	0.18	0.188	0.582	0.538	0.417	0.462	30
65	76665	45.6	24.2	198.012016537923	0.19	0.313	0.149	1.438	0.202	0.217	0.605	0.568	0.395	0.432	30
66	76666	45.6	24.3	198.253816035916	0.159	0.313	0.154	1.47	0.213	0.231	0.618	0.587	0.382	0.413	30
67	76667	45.6	24.4	191.187262531362	0.211	0.313	0.135	1.396	0.18	0.19	0.584	0.543	0.416	0.457	30
