# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	95929	38.8	-6.4	199.017076425595	0.188	0.31	0.198	1.567	0.281	0.327	0.594	0.616	0.406	0.384	30
2	95930	38.8	-6.3	198.947432930657	0.183	0.304	0.189	1.561	0.253	0.298	0.583	0.604	0.416	0.396	30
3	95931	38.8	-6.2	197.505079247828	0.192	0.304	0.185	1.558	0.244	0.292	0.58	0.598	0.42	0.402	30
4	95932	38.8	-6.1	197.976479222464	0.198	0.301	0.189	1.557	0.246	0.299	0.584	0.604	0.415	0.396	30
5	95933	38.8	-6	195.021681373337	0.223	0.308	0.19	1.549	0.239	0.297	0.592	0.614	0.408	0.386	30
6	95934	38.8	-5.9	195.944555520081	0.213	0.31	0.192	1.546	0.241	0.303	0.594	0.62	0.406	0.38	30
7	95935	38.8	-5.8	195.5188968421	0.214	0.3	0.186	1.55	0.222	0.285	0.554	0.582	0.446	0.418	30
8	95936	38.8	-5.7	198.88685648691	0.185	0.288	0.18	1.562	0.228	0.29	0.528	0.561	0.472	0.439	30
9	95937	38.8	-5.6	199.955406558067	0.179	0.294	0.19	1.565	0.252	0.309	0.568	0.596	0.432	0.404	30
10	95938	38.8	-5.5	199.91360738761	0.175	0.305	0.195	1.568	0.25	0.308	0.582	0.607	0.418	0.393	30
11	95939	38.8	-5.4	199.884604232183	0.185	0.312	0.196	1.563	0.251	0.31	0.587	0.612	0.413	0.389	30
12	95940	38.8	-5.3	199.922382734889	0.189	0.315	0.197	1.562	0.254	0.317	0.595	0.621	0.405	0.379	30
13	95941	38.8	-5.2	197.306553696557	0.215	0.311	0.191	1.558	0.234	0.295	0.572	0.598	0.428	0.402	30
14	95942	38.8	-5.1	193.709041985966	0.243	0.321	0.182	1.55	0.22	0.274	0.561	0.581	0.439	0.419	30
15	95943	38.8	-5	195.428255552558	0.236	0.316	0.183	1.55	0.217	0.273	0.558	0.581	0.442	0.419	30
16	95944	38.8	-4.9	198.180038027001	0.221	0.311	0.181	1.544	0.215	0.271	0.56	0.585	0.44	0.415	30
17	95945	38.8	-4.8	199.073855848011	0.215	0.309	0.181	1.538	0.218	0.275	0.563	0.587	0.437	0.413	30
18	95946	38.8	-4.7	199.681109860115	0.228	0.31	0.179	1.535	0.218	0.275	0.563	0.587	0.438	0.413	30
19	95947	38.8	-4.6	197.909869964316	0.233	0.311	0.176	1.533	0.204	0.265	0.552	0.576	0.449	0.424	30
20	95948	38.8	-4.5	197.85617363946	0.222	0.31	0.174	1.538	0.206	0.264	0.551	0.575	0.45	0.425	30
21	95949	38.8	-4.4	198.637867319377	0.207	0.306	0.178	1.546	0.222	0.279	0.555	0.58	0.446	0.42	30
22	95950	38.8	-4.3	199.818424114047	0.181	0.3	0.184	1.543	0.241	0.299	0.565	0.589	0.435	0.411	30
23	95951	38.8	-4.2	199.422507725721	0.188	0.301	0.185	1.543	0.243	0.298	0.569	0.593	0.431	0.407	30
24	95952	38.8	-4.1	199.004692398031	0.189	0.299	0.184	1.542	0.247	0.295	0.566	0.587	0.434	0.413	30
25	95953	38.8	-4	199.37738778875	0.205	0.302	0.183	1.542	0.238	0.289	0.562	0.586	0.438	0.414	30
26	95954	38.8	-3.9	199.310728199309	0.203	0.303	0.186	1.541	0.25	0.298	0.579	0.601	0.421	0.399	30
27	95955	38.8	-3.8	199.787735456675	0.173	0.295	0.19	1.543	0.267	0.307	0.584	0.603	0.416	0.397	30
28	95956	38.8	-3.7	199.901763333637	0.159	0.292	0.189	1.549	0.269	0.307	0.576	0.594	0.425	0.406	30
29	95957	38.8	-3.6	199.356251519736	0.165	0.292	0.185	1.546	0.259	0.295	0.568	0.585	0.433	0.415	30
30	95958	38.8	-3.5	198.778150838946	0.169	0.292	0.186	1.546	0.26	0.298	0.575	0.593	0.425	0.408	30
31	95959	38.8	-3.4	199.401499714382	0.152	0.288	0.188	1.55	0.261	0.296	0.566	0.584	0.434	0.416	30
32	95960	38.8	-3.3	199.168694349135	0.158	0.291	0.188	1.539	0.267	0.302	0.581	0.598	0.419	0.402	30
33	95961	38.8	-3.2	199.391856428835	0.156	0.294	0.187	1.535	0.265	0.298	0.583	0.599	0.417	0.401	30
34	95962	38.8	-3.1	199.867981575906	0.146	0.295	0.192	1.534	0.277	0.309	0.596	0.612	0.404	0.388	30
35	95963	38.8	-3	199.99601460897	0.158	0.306	0.203	1.53	0.285	0.323	0.616	0.633	0.384	0.367	30
36	95964	38.8	-2.9	199.991236733058	0.181	0.312	0.2	1.53	0.28	0.326	0.616	0.634	0.384	0.366	30
37	95965	38.8	-2.8	199.996653054256	0.188	0.316	0.2	1.533	0.28	0.33	0.616	0.635	0.384	0.365	30
38	95966	38.8	-2.7	199.997233550826	0.18	0.318	0.202	1.533	0.287	0.337	0.628	0.65	0.372	0.35	30
39	95967	38.8	-2.6	199.996312710438	0.174	0.318	0.202	1.53	0.29	0.338	0.636	0.658	0.364	0.342	30
40	95968	38.8	-2.5	199.968753556152	0.176	0.316	0.2	1.529	0.281	0.328	0.627	0.647	0.373	0.353	30
41	95969	38.8	-2.4	199.86635955997	0.191	0.315	0.197	1.523	0.268	0.319	0.611	0.631	0.389	0.369	30
42	95970	38.8	-2.3	199.79269687009	0.198	0.314	0.195	1.516	0.263	0.314	0.611	0.628	0.389	0.372	30
43	95971	38.8	-2.2	199.855873115723	0.186	0.308	0.192	1.52	0.259	0.301	0.622	0.635	0.378	0.365	30
44	95972	38.8	-2.1	199.92132548226	0.172	0.302	0.185	1.527	0.255	0.291	0.624	0.636	0.377	0.364	30
45	95973	38.8	-2	199.842992222008	0.167	0.301	0.188	1.532	0.247	0.286	0.599	0.614	0.401	0.386	30
46	95974	38.8	-1.9	199.695159806004	0.162	0.299	0.187	1.531	0.247	0.291	0.59	0.608	0.41	0.392	30
47	95975	38.8	-1.8	199.822098689535	0.156	0.301	0.189	1.528	0.248	0.29	0.595	0.613	0.405	0.387	30
48	95976	38.8	-1.7	199.880988230797	0.156	0.297	0.185	1.525	0.25	0.288	0.595	0.611	0.406	0.389	30
49	95977	38.8	-1.6	199.928901520986	0.153	0.296	0.184	1.522	0.251	0.286	0.589	0.604	0.411	0.396	30
50	95978	38.8	-1.5	199.956416907301	0.156	0.294	0.183	1.526	0.253	0.289	0.587	0.604	0.413	0.396	30
51	95979	38.8	-1.4	199.932930701144	0.164	0.292	0.181	1.526	0.249	0.288	0.584	0.601	0.416	0.399	30
52	95980	38.8	-1.3	199.924755988966	0.159	0.288	0.178	1.524	0.242	0.279	0.565	0.585	0.435	0.415	30
53	95981	38.8	-1.2	199.874613222526	0.164	0.293	0.182	1.523	0.251	0.294	0.578	0.599	0.422	0.401	30
54	95982	38.8	-1.1	199.447101016297	0.175	0.302	0.19	1.52	0.261	0.308	0.602	0.622	0.398	0.377	30
55	95983	38.8	-1	197.417853991498	0.19	0.309	0.191	1.519	0.258	0.304	0.604	0.624	0.396	0.376	30
56	95984	38.8	-0.9	196.964641592443	0.189	0.311	0.191	1.518	0.252	0.294	0.609	0.627	0.391	0.374	30
57	95985	38.8	-0.8	196.6827208547	0.193	0.315	0.195	1.521	0.254	0.301	0.611	0.629	0.389	0.371	30
58	95986	38.8	-0.7	198.493986291159	0.207	0.322	0.196	1.526	0.255	0.308	0.608	0.628	0.392	0.372	30
59	95987	38.8	-0.6	199.067704769949	0.19	0.32	0.196	1.527	0.258	0.306	0.62	0.639	0.38	0.361	30
60	95988	38.8	-0.5	193.121050904066	0.219	0.325	0.199	1.519	0.267	0.318	0.633	0.651	0.367	0.349	30
61	95989	38.8	-0.4	195.02824467388	0.193	0.327	0.199	1.522	0.258	0.307	0.614	0.634	0.386	0.366	30
62	95990	38.8	-0.3	191.345391772595	0.228	0.333	0.199	1.514	0.259	0.312	0.613	0.633	0.387	0.367	30
63	95991	38.8	-0.2	187.411019171124	0.229	0.339	0.202	1.515	0.269	0.322	0.62	0.64	0.38	0.36	30
64	95992	38.8	-0.1	188.537149167256	0.196	0.337	0.202	1.517	0.279	0.33	0.617	0.64	0.383	0.361	30
65	95993	38.8	0	194.362199878217	0.162	0.329	0.196	1.529	0.269	0.316	0.594	0.618	0.406	0.382	30
66	95994	38.8	0.1	194.968083392356	0.149	0.332	0.197	1.518	0.27	0.315	0.597	0.62	0.403	0.38	30
67	95995	38.8	16.2	199.880667729725	0.105	0.341	0.196	1.477	0.274	0.32	0.613	0.634	0.387	0.366	30
68	95996	38.8	16.3	199.854302832979	0.121	0.336	0.19	1.467	0.272	0.332	0.622	0.651	0.378	0.349	30
69	95997	38.8	16.4	199.313861849334	0.137	0.339	0.192	1.467	0.274	0.336	0.631	0.661	0.369	0.339	30
70	95998	38.8	16.5	199.261222062335	0.134	0.341	0.202	1.491	0.291	0.347	0.65	0.674	0.351	0.326	30
71	95999	38.8	20.6	197.679853843645	0.161	0.348	0.201	1.454	0.297	0.345	0.634	0.651	0.366	0.349	30
72	96000	38.8	20.7	197.505860624287	0.14	0.343	0.2	1.476	0.297	0.352	0.638	0.662	0.362	0.338	30
73	96001	38.8	20.8	197.60729674452	0.126	0.345	0.199	1.494	0.288	0.341	0.628	0.649	0.372	0.351	30
74	96002	38.8	21	195.785902436195	0.183	0.346	0.204	1.474	0.301	0.355	0.678	0.693	0.322	0.307	30
75	96003	38.8	21.1	197.284480741862	0.167	0.337	0.202	1.496	0.296	0.35	0.664	0.682	0.336	0.318	30
76	96004	38.8	21.2	197.331281760836	0.175	0.339	0.203	1.504	0.295	0.35	0.665	0.682	0.336	0.318	30
77	96005	38.8	21.3	196.516614041902	0.178	0.334	0.198	1.486	0.275	0.333	0.636	0.658	0.364	0.342	30
78	96006	38.8	21.4	197.30283045794	0.17	0.334	0.196	1.482	0.263	0.317	0.624	0.644	0.376	0.356	30
79	96007	38.8	21.5	197.220948111591	0.186	0.334	0.196	1.465	0.281	0.328	0.652	0.664	0.348	0.336	30
80	96008	38.8	21.6	192.753498000164	0.218	0.34	0.195	1.455	0.293	0.335	0.658	0.665	0.342	0.335	30
81	96009	38.8	21.7	189.49481297211	0.234	0.333	0.186	1.447	0.273	0.309	0.635	0.638	0.365	0.362	30
82	96010	38.8	21.8	194.275291727892	0.222	0.318	0.166	1.443	0.248	0.281	0.613	0.612	0.387	0.388	30
83	96011	38.8	21.9	194.440635784015	0.22	0.314	0.157	1.435	0.243	0.271	0.611	0.608	0.389	0.392	30
84	96012	38.8	22	196.401421040012	0.205	0.313	0.164	1.456	0.249	0.281	0.618	0.62	0.382	0.379	30
85	96013	38.8	22.1	197.718247741216	0.198	0.316	0.171	1.472	0.257	0.293	0.625	0.631	0.375	0.369	30
86	96014	38.8	22.2	196.539678660525	0.214	0.309	0.163	1.443	0.239	0.262	0.609	0.604	0.391	0.396	30
87	96015	38.8	22.3	196.703452467286	0.225	0.311	0.151	1.435	0.228	0.247	0.595	0.587	0.405	0.413	30
88	96016	38.8	22.4	197.735020453876	0.188	0.317	0.185	1.497	0.26	0.298	0.632	0.642	0.368	0.358	30
89	96017	38.8	22.5	199.229207057643	0.161	0.32	0.189	1.509	0.284	0.318	0.662	0.67	0.338	0.33	30
90	96018	38.8	22.6	199.533383045649	0.16	0.326	0.191	1.526	0.275	0.311	0.652	0.664	0.348	0.336	30
91	96019	38.8	22.7	198.377767180074	0.145	0.323	0.189	1.531	0.269	0.309	0.644	0.658	0.357	0.342	30
92	96020	38.8	22.8	192.788928214816	0.184	0.33	0.19	1.49	0.276	0.319	0.623	0.638	0.377	0.362	30
93	96021	38.8	23.3	188.931484862814	0.194	0.331	0.191	1.497	0.268	0.311	0.616	0.633	0.385	0.367	30
94	96022	38.8	23.4	192.65032709728	0.161	0.322	0.19	1.503	0.268	0.316	0.622	0.643	0.379	0.357	30
95	96023	38.8	23.5	189.809162486978	0.158	0.326	0.191	1.494	0.26	0.308	0.606	0.626	0.394	0.374	30
96	96024	38.8	23.6	172.639032583214	0.199	0.329	0.19	1.461	0.267	0.315	0.603	0.624	0.397	0.376	30
97	96025	38.8	24.6	178.682496977163	0.188	0.336	0.194	1.492	0.275	0.32	0.622	0.639	0.378	0.361	30
98	96157	38.7	-9.3	199.508199474902	0.141	0.336	0.184	1.47	0.271	0.315	0.584	0.608	0.416	0.392	30
99	96158	38.7	-9.2	198.965624742842	0.145	0.326	0.186	1.48	0.26	0.306	0.569	0.593	0.431	0.407	30
100	96159	38.7	-9.1	199.057003154015	0.142	0.324	0.182	1.508	0.271	0.312	0.56	0.582	0.44	0.418	30
101	96160	38.7	-9	199.999699876154	0.08	0.32	0.172	1.52	0.223	0.268	0.497	0.525	0.503	0.476	30
102	96161	38.7	-8.9	199.996370384916	0.087	0.317	0.164	1.531	0.206	0.266	0.468	0.509	0.532	0.491	30
103	96162	38.7	-8.8	199.999950992255	0.094	0.317	0.157	1.535	0.185	0.258	0.428	0.48	0.572	0.52	30
