# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-09

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	aalba_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	71135	47	-1.4	200	0.119	0.301	0.156	1.515	0.195	0.227	0.624	0.617	0.377	0.383	30
2	71136	47	-1.3	200	0.126	0.306	0.159	1.515	0.195	0.236	0.631	0.629	0.369	0.372	30
3	71137	47	-1.2	200	0.134	0.31	0.158	1.511	0.196	0.241	0.625	0.627	0.375	0.374	30
4	71138	47	-1.1	200	0.139	0.311	0.157	1.51	0.197	0.246	0.614	0.619	0.386	0.381	30
5	71139	47	-1	200	0.141	0.31	0.159	1.511	0.202	0.252	0.608	0.616	0.392	0.384	30
6	71140	47	-0.9	200	0.138	0.309	0.164	1.511	0.208	0.255	0.615	0.619	0.385	0.381	30
7	71141	47	-0.8	199.997028258561	0.135	0.314	0.166	1.512	0.203	0.254	0.626	0.63	0.374	0.37	30
8	71142	47	-0.7	199.995286983654	0.13	0.313	0.165	1.514	0.199	0.25	0.642	0.643	0.358	0.357	30
9	71143	47	-0.6	199.998794517681	0.134	0.318	0.168	1.513	0.211	0.262	0.65	0.654	0.35	0.346	30
10	71144	47	-0.5	199.999928682253	0.135	0.318	0.168	1.514	0.217	0.268	0.646	0.652	0.353	0.348	30
11	71145	47	-0.4	200	0.135	0.316	0.168	1.518	0.217	0.264	0.642	0.647	0.357	0.353	30
12	71146	47	-0.3	200	0.13	0.313	0.173	1.526	0.223	0.264	0.656	0.655	0.344	0.345	30
13	71147	47	-0.2	200	0.124	0.316	0.185	1.525	0.26	0.301	0.683	0.68	0.317	0.321	30
14	71148	47	-0.1	200	0.126	0.317	0.189	1.52	0.279	0.315	0.699	0.694	0.301	0.306	30
15	71149	47	0	199.917910542461	0.128	0.317	0.19	1.52	0.272	0.312	0.687	0.683	0.313	0.317	30
16	71150	47	0.1	199.999996603631	0.126	0.316	0.187	1.523	0.267	0.313	0.683	0.681	0.317	0.319	30
17	71151	47	0.2	199.999699341587	0.131	0.318	0.19	1.524	0.272	0.32	0.702	0.701	0.298	0.299	30
18	71152	47	0.3	199.999861453033	0.121	0.316	0.189	1.523	0.261	0.306	0.665	0.663	0.335	0.337	30
19	71153	47	0.4	199.995214418878	0.127	0.315	0.186	1.523	0.257	0.309	0.69	0.693	0.309	0.307	30
20	71154	47	0.5	199.9711156505	0.13	0.312	0.181	1.521	0.254	0.302	0.678	0.679	0.322	0.321	30
21	71155	47	0.6	199.996298618367	0.122	0.305	0.175	1.522	0.243	0.272	0.649	0.637	0.351	0.363	30
22	71156	47	0.7	199.96791878678	0.132	0.31	0.182	1.525	0.256	0.302	0.685	0.681	0.315	0.319	30
23	71157	47	0.8	199.958852746843	0.136	0.315	0.183	1.525	0.257	0.309	0.712	0.711	0.288	0.289	30
24	71158	47	0.9	199.919150919551	0.133	0.316	0.179	1.528	0.245	0.294	0.7	0.697	0.3	0.303	30
25	71159	47	1	199.898617712882	0.124	0.314	0.177	1.53	0.23	0.277	0.691	0.686	0.309	0.314	30
26	71160	47	1.1	199.988060934885	0.123	0.315	0.18	1.524	0.231	0.279	0.69	0.686	0.31	0.314	30
27	71161	47	1.2	199.998693167598	0.127	0.318	0.181	1.528	0.238	0.287	0.694	0.694	0.306	0.306	30
28	71162	47	1.3	199.990304092605	0.126	0.319	0.181	1.531	0.235	0.285	0.706	0.707	0.294	0.293	30
29	71163	47	1.4	199.975254282848	0.125	0.317	0.183	1.535	0.241	0.293	0.715	0.715	0.285	0.285	30
30	71164	47	1.5	200	0.132	0.324	0.196	1.535	0.261	0.316	0.738	0.74	0.262	0.26	30
31	71165	47	1.6	199.999177221957	0.141	0.326	0.2	1.534	0.273	0.322	0.751	0.751	0.249	0.249	30
32	71166	47	1.7	199.997036185331	0.143	0.336	0.215	1.53	0.3	0.346	0.784	0.785	0.216	0.215	30
33	71167	47	1.8	199.99496317777	0.147	0.34	0.22	1.531	0.313	0.356	0.799	0.801	0.201	0.199	30
34	71168	47	1.9	199.994508037868	0.146	0.341	0.221	1.531	0.313	0.354	0.793	0.793	0.207	0.207	30
35	71169	47	2	199.998201372742	0.138	0.338	0.218	1.532	0.305	0.348	0.773	0.775	0.226	0.226	30
36	71170	47	2.1	200	0.132	0.334	0.213	1.535	0.289	0.335	0.747	0.748	0.253	0.253	30
37	71171	47	2.2	200	0.13	0.324	0.199	1.537	0.269	0.32	0.702	0.702	0.298	0.298	30
38	71172	47	2.3	199.999861421726	0.131	0.328	0.206	1.538	0.276	0.33	0.708	0.709	0.292	0.291	30
