# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	26112	59.7	12.8	180.016394819723	0.16	0.294	0.099	1.37	0.088	0.096	0.443	0.415	0.557	0.585	30
2	26113	59.7	12.9	182.096952861101	0.159	0.294	0.098	1.364	0.088	0.095	0.443	0.417	0.557	0.583	30
3	26114	59.7	13	179.229653976792	0.163	0.293	0.097	1.35	0.082	0.088	0.435	0.409	0.565	0.591	30
4	26115	59.7	13.1	183.819625276723	0.154	0.302	0.111	1.371	0.112	0.12	0.474	0.452	0.525	0.548	30
5	26116	59.7	13.2	180.469665894939	0.153	0.307	0.118	1.372	0.123	0.132	0.482	0.462	0.518	0.538	30
6	26117	59.7	13.3	173.849408493175	0.161	0.3	0.106	1.363	0.11	0.117	0.459	0.437	0.541	0.563	30
7	26118	59.7	13.4	180.853789716958	0.155	0.304	0.108	1.371	0.117	0.123	0.469	0.446	0.531	0.554	30
8	26119	59.7	13.5	186.595760770096	0.159	0.303	0.11	1.377	0.114	0.121	0.468	0.445	0.532	0.555	30
9	26120	59.7	13.6	183.187088986109	0.163	0.298	0.101	1.361	0.099	0.106	0.457	0.433	0.543	0.567	30
10	26121	59.7	13.7	188.7830182757	0.16	0.299	0.102	1.37	0.097	0.105	0.455	0.428	0.545	0.571	30
11	26122	59.7	13.8	191.429980000763	0.164	0.292	0.093	1.373	0.068	0.076	0.407	0.379	0.593	0.622	30
12	26123	59.7	13.9	195.595234475063	0.165	0.295	0.095	1.375	0.074	0.081	0.412	0.385	0.588	0.614	30
13	26124	59.7	14	196.144483908987	0.162	0.294	0.094	1.379	0.071	0.078	0.41	0.386	0.59	0.614	30
14	26125	59.7	14.1	196.023624446626	0.162	0.296	0.096	1.378	0.071	0.079	0.413	0.392	0.587	0.608	30
15	26126	59.7	14.2	194.676950639727	0.159	0.296	0.097	1.383	0.079	0.086	0.427	0.402	0.573	0.599	30
16	26127	59.7	14.3	193.600438680231	0.161	0.302	0.101	1.374	0.079	0.087	0.429	0.405	0.571	0.595	30
17	26128	59.7	14.4	193.417643296029	0.161	0.296	0.095	1.354	0.07	0.078	0.423	0.397	0.578	0.603	30
18	26129	59.7	14.5	195.225409929443	0.155	0.304	0.103	1.362	0.091	0.098	0.458	0.434	0.542	0.566	30
19	26130	59.7	14.6	194.856015035502	0.155	0.303	0.1	1.355	0.094	0.101	0.461	0.437	0.539	0.563	30
20	26131	59.7	14.7	195.141911403098	0.162	0.298	0.096	1.361	0.085	0.094	0.452	0.428	0.548	0.572	30
21	26132	59.7	14.8	197.675748665099	0.162	0.298	0.098	1.365	0.088	0.097	0.465	0.439	0.535	0.561	30
22	26133	59.7	14.9	197.404961697386	0.165	0.296	0.096	1.366	0.084	0.093	0.46	0.435	0.54	0.565	30
23	26134	59.7	15	197.534182962671	0.165	0.298	0.098	1.356	0.079	0.09	0.445	0.423	0.555	0.577	30
24	26135	59.7	15.1	198.008184345314	0.163	0.303	0.107	1.362	0.094	0.107	0.468	0.446	0.531	0.554	30
25	26136	59.7	15.2	197.807437195516	0.158	0.301	0.105	1.367	0.1	0.111	0.467	0.445	0.533	0.555	30
26	26137	59.7	15.3	198.915447806981	0.155	0.296	0.098	1.353	0.081	0.093	0.427	0.405	0.573	0.595	30
27	26138	59.7	15.4	199.560430842232	0.148	0.301	0.1	1.343	0.084	0.096	0.421	0.4	0.578	0.6	30
28	26139	59.7	15.5	199.432955982148	0.149	0.304	0.103	1.343	0.088	0.099	0.417	0.398	0.583	0.602	30
29	26140	59.7	15.6	199.939598643521	0.149	0.301	0.099	1.344	0.093	0.103	0.42	0.401	0.58	0.599	30
30	26141	59.7	15.7	199.852435529292	0.145	0.311	0.111	1.353	0.105	0.116	0.44	0.421	0.56	0.579	30
31	26142	59.7	15.8	199.660275498858	0.143	0.313	0.118	1.365	0.12	0.131	0.464	0.444	0.536	0.555	30
32	26143	59.7	15.9	199.517994442416	0.149	0.306	0.106	1.344	0.104	0.114	0.445	0.425	0.555	0.575	30
33	26144	59.7	16	199.665032057832	0.145	0.305	0.106	1.338	0.096	0.106	0.433	0.414	0.567	0.586	30
34	26145	59.7	16.1	199.742240599405	0.138	0.312	0.116	1.36	0.117	0.126	0.466	0.445	0.534	0.555	30
35	26146	59.7	16.2	199.646138752388	0.138	0.317	0.125	1.379	0.132	0.141	0.475	0.454	0.525	0.546	30
36	26147	59.7	16.3	199.763294853466	0.138	0.314	0.122	1.381	0.137	0.147	0.469	0.45	0.53	0.55	30
37	26148	59.7	16.4	199.850207305402	0.13	0.321	0.14	1.405	0.178	0.188	0.526	0.507	0.474	0.493	30
38	26149	59.7	16.5	199.813605786494	0.117	0.325	0.147	1.437	0.211	0.22	0.562	0.544	0.438	0.456	30
39	26150	59.7	16.6	199.833527845786	0.116	0.327	0.153	1.443	0.216	0.225	0.56	0.544	0.44	0.456	30
40	26151	59.7	16.7	199.418827184839	0.118	0.329	0.154	1.434	0.215	0.225	0.558	0.542	0.442	0.458	30
41	26152	59.7	16.8	199.015948905517	0.12	0.327	0.148	1.421	0.217	0.227	0.563	0.547	0.437	0.453	30
