"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
484	496	"Coghill Lake"	53.9	-66.76667	565	"AWI"	565	-114	53	-34	0.784313725490196	0	20	0	1.56862745098039	0	15.6862745098039	9.01960784313725	0	1.17647058823529	0	0	0.392156862745098	2.74509803921569	0	0	0	8.23529411764706	25.8823529411765	0	1.17647058823529	0.784313725490196	0	1.56862745098039	0	9.01960784313725	1.17647058823529	0	0	0	0	0	0	0	0	0.784313725490196
484	496	"Coghill Lake"	53.9	-66.76667	579	"AWI"	579	82	808	365	0.476190476190476	0	26.6666666666667	0	1.9047619047619	0	14.2857142857143	8.09523809523809	0	0	0	0	0	0.952380952380952	0.952380952380952	0	0	3.33333333333333	32.3809523809524	0	0.476190476190476	0	0	0.476190476190476	0	7.61904761904762	1.42857142857143	0.476190476190476	0.476190476190476	0	0	0	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	593	"AWI"	593	377	1332	782	1.88679245283019	0	0	0	1.41509433962264	0	21.6981132075472	10.8490566037736	0	0.471698113207547	0	0	0	2.83018867924528	0.943396226415094	0	0	8.0188679245283	46.2264150943396	0	1.41509433962264	0	0.471698113207547	1.88679245283019	0	0	0.471698113207547	0	0	0	0	0.471698113207547	0	0	0	0.943396226415094
484	496	"Coghill Lake"	53.9	-66.76667	608	"AWI"	608	729	1819	1234	2.02429149797571	0	21.8623481781377	0	0.404858299595142	0	19.4331983805668	11.336032388664	0	0.809716599190283	0	0	0	0.809716599190283	0.404858299595142	0	0	2.83400809716599	37.246963562753	0	1.21457489878543	0	0	0.404858299595142	0	0	0.809716599190283	0	0.404858299595142	0	0	0	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	623	"AWI"	623	1121	2272	1689	1.59362549800797	0	23.1075697211155	0.398406374501992	1.19521912350598	0	15.1394422310757	9.9601593625498	0	0	0	0	0	0.796812749003984	0.796812749003984	0.398406374501992	0	5.57768924302789	31.4741035856574	0	1.59362549800797	0.398406374501992	0	0.398406374501992	0	5.97609561752988	0.796812749003984	0	0	0	0	0.398406374501992	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	638	"AWI"	638	1572	2695	2138	0.975609756097561	0	32.1951219512195	0.48780487804878	1.46341463414634	0	26.3414634146341	7.31707317073171	0	0	0	0	0	1.46341463414634	0	0	0	4.8780487804878	22.4390243902439	0	0.975609756097561	0.975609756097561	0	0	0	0	0.48780487804878	0	0	0	0	0	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	648	"AWI"	648	1876	2971	2442	0.45045045045045	0	16.2162162162162	0.45045045045045	0.45045045045045	0	36.9369369369369	8.55855855855856	0	0.45045045045045	0	0	0.900900900900901	1.35135135135135	0	0	0	4.5045045045045	20.7207207207207	0	0.900900900900901	1.35135135135135	0	0.900900900900901	0	4.5045045045045	0.45045045045045	0	0	0	0.45045045045045	0	0.45045045045045	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	650	"AWI"	650	1932	3026	2503	1.5625	0	17.1875	0	0.520833333333333	0	29.1666666666667	15.1041666666667	0.520833333333333	0	0.520833333333333	0.520833333333333	0	1.04166666666667	0.520833333333333	0	0	4.16666666666667	23.9583333333333	0	0	0.520833333333333	0	0.520833333333333	0	3.64583333333333	0	0	0.520833333333333	0	0	0	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	665	"AWI"	665	2434	3381	2966	1.58730158730159	0	20.1058201058201	0	0.529100529100529	0	35.4497354497354	13.7566137566138	0.529100529100529	0	0	0	0	2.64550264550265	0	0	0	3.7037037037037	17.989417989418	0	0.529100529100529	0.529100529100529	0	0	0	0	1.05820105820106	0.529100529100529	0.529100529100529	0	0	0.529100529100529	0	0	0	0
484	496	"Coghill Lake"	53.9	-66.76667	682	"AWI"	682	3183	3730	3461	1.69491525423729	0	0	0	1.12994350282486	0	45.7627118644068	10.7344632768362	0	0.564971751412429	0	0	0.564971751412429	2.82485875706215	0	0	0	6.77966101694915	21.4689265536723	0	0	1.12994350282486	0	0	0	5.64971751412429	0.564971751412429	0.564971751412429	0	0	0	0	0	0	0.564971751412429	0
