"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Salix"	"Tilia"	"Tsuga"	"Ulmus"
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	150	"AWI"	150	8022	9284	8707	0	0	0	0	0	0	0	0.934579439252336	0	1.86915887850467	0	0	8.41121495327103	0	0	0	0	45.7943925233645	32.7102803738318	7.47663551401869	0	0	0	0	2.80373831775701
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	190	"AWI"	190	8711	9779	9300	0	0	0	0.980392156862745	0	0	0	0	0	2.94117647058824	0	0	1.96078431372549	0	1.96078431372549	0	0	70.5882352941177	18.6274509803922	0.980392156862745	0.980392156862745	0	0	0	0.980392156862745
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	210	"AWI"	210	9062	10018	9598	0	0	0	0	0	0	0	0	0	35.6435643564356	0	0	0.99009900990099	0	1.98019801980198	0	0	47.5247524752475	13.8613861386139	0	0	0	0	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	230	"AWI"	230	9414	10247	9899	0	0	0	0	0	0	0	0	0	9.61538461538462	2.88461538461538	0	3.84615384615385	0	5.76923076923077	0	0	63.4615384615385	11.5384615384615	2.88461538461538	0	0	0	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	250	"AWI"	250	9786	10479	10197	0	0	0	0	0	0	0	0	0	5.71428571428571	0.952380952380952	0	6.66666666666667	0	7.61904761904762	0	0	64.7619047619048	9.52380952380952	3.80952380952381	0	0	0	0	0.952380952380952
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	270	"AWI"	270	10106	10752	10478	0	0	0	0	0	0	0	0	0	8	0	0	1	0	4	0	0	73	12	0	2	0	0	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	290	"AWI"	290	10410	11006	10756	1	0	0	0	0	0	0	0	0	4	2	0	2	0	4	0	1	65	16	2	2	0	0	0	1
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	310	"AWI"	310	10712	11267	11043	0.980392156862745	0	0	0	0	0	0	0	0	5.88235294117647	0.980392156862745	0	4.90196078431373	0	5.88235294117647	0.980392156862745	0	66.6666666666667	7.84313725490196	0	2.94117647058824	1.96078431372549	0	0	0.980392156862745
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	330	"AWI"	330	10988	11656	11343	0	0	0.99009900990099	0	0	0	0	0.99009900990099	0	10.8910891089109	0	0	0.99009900990099	0	1.98019801980198	0	0	61.3861386138614	18.8118811881188	2.97029702970297	0	0	0	0.99009900990099	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	350	"AWI"	350	11282	12003	11651	0	0	0	0	2.04081632653061	0	1.02040816326531	0	0	7.14285714285714	2.04081632653061	0	4.08163265306122	0	1.02040816326531	1.02040816326531	0	69.3877551020408	9.18367346938776	2.04081632653061	0	0	1.02040816326531	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	370	"AWI"	370	11595	12321	11957	0	0	0	0	0	2.97029702970297	0	0	0	6.93069306930693	1.98019801980198	0	0.99009900990099	0	2.97029702970297	0	0	72.2772277227723	7.92079207920792	1.98019801980198	0.99009900990099	0	0	0	0.99009900990099
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	390	"AWI"	390	11906	12621	12276	1.08695652173913	0	1.08695652173913	0	0	0	0	1.08695652173913	0	23.9130434782609	0	0	1.08695652173913	0	2.17391304347826	0	0	55.4347826086957	4.34782608695652	7.60869565217391	2.17391304347826	0	0	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	400	"AWI"	400	12054	12767	12432	0	0	0	0	0.970873786407767	0	0	0	0	13.5922330097087	0.970873786407767	0	2.9126213592233	0	0	0.970873786407767	0	67.9611650485437	10.6796116504854	0	1.94174757281553	0	0	0	0
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	410	"AWI"	410	12213	12903	12587	0	0	0	0	0	0	0	0	0.99009900990099	22.7722772277228	1.98019801980198	0	0.99009900990099	0	0.99009900990099	0	0	59.4059405940594	9.9009900990099	1.98019801980198	0	0	0	0	0.99009900990099
1604	1655	"Lockport Gulf Section"	43.16667	-78.71667	440	"AWI"	440	12647	13398	13042	0	2	0	1	0	0	2	1	0	11	0	3	0	1	0	0	0	62	9	0	8	0	0	0	0
