"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Fagus"	"Fraxinus"	"Juglans"	"Morus"	"Nyssa"	"Ostrya.Carpinus"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Tilia"	"Ulmus"
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	0	"AWI"	0	-113	55	-18	0.334448160535117	0	1.67224080267559	0	29.7658862876254	1.33779264214047	1.33779264214047	1.33779264214047	0	0	0.334448160535117	2.34113712374582	0.668896321070234	5.01672240802676	0.334448160535117	3.01003344481605	0.668896321070234	49.4983277591973	0	2.34113712374582
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	1	"AWI"	1	-71	150	30	0	0.343642611683849	1.3745704467354	0	23.3676975945017	1.3745704467354	0	1.3745704467354	0	0.343642611683849	0.343642611683849	0	0	4.81099656357388	0.343642611683849	9.96563573883162	0	53.9518900343643	0.343642611683849	2.06185567010309
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	2	"AWI"	2	-49	286	74	1.49253731343284	0.746268656716418	1.11940298507463	1.11940298507463	41.4179104477612	1.11940298507463	0.373134328358209	0.746268656716418	0	0.373134328358209	1.86567164179104	1.86567164179104	0.373134328358209	1.49253731343284	0	3.35820895522388	0.373134328358209	41.044776119403	0	1.11940298507463
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	3	"AWI"	3	-18	382	117	0	0.32051282051282	0.641025641025641	0	39.7435897435897	0.961538461538462	0.641025641025641	0	0.32051282051282	0.32051282051282	0.32051282051282	0.961538461538462	0.641025641025641	3.84615384615385	0	5.12820512820513	2.56410256410256	41.025641025641	0	2.56410256410256
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	4	"AWI"	4	10	426	159	0	1.23456790123457	0.617283950617284	0.308641975308642	42.5925925925926	1.23456790123457	2.16049382716049	0.617283950617284	0	0	0	2.77777777777778	0	4.62962962962963	0	6.17283950617284	2.46913580246914	34.2592592592593	0.308641975308642	0.617283950617284
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	5	"AWI"	5	29	489	202	0.75187969924812	0.75187969924812	0.75187969924812	1.50375939849624	36.8421052631579	0.37593984962406	1.12781954887218	0.37593984962406	0	1.50375939849624	0	0.37593984962406	0	5.6390977443609	0	12.406015037594	0	34.2105263157895	0	3.38345864661654
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	6	"AWI"	6	76	528	248	1.72413793103448	0.431034482758621	0.862068965517241	3.01724137931034	11.2068965517241	1.29310344827586	2.58620689655172	0.862068965517241	0	0.431034482758621	0	0.431034482758621	0.431034482758621	21.1206896551724	0	11.6379310344828	0	42.2413793103448	0	1.72413793103448
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	8	"AWI"	8	152	650	354	1.34228187919463	0.671140939597315	0	1.00671140939597	3.69127516778524	0.335570469798658	5.03355704697987	3.35570469798658	0	0.671140939597315	0	0	1.00671140939597	12.4161073825503	0	30.8724832214765	1.00671140939597	37.248322147651	0.671140939597315	0.671140939597315
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	10	"AWI"	10	235	824	492	1.51515151515152	0.909090909090909	1.81818181818182	0.606060606060606	17.5757575757576	1.21212121212121	5.75757575757576	1.21212121212121	0.606060606060606	2.42424242424242	0	0.303030303030303	0	18.7878787878788	0	7.87878787878788	12.1212121212121	23.9393939393939	0.606060606060606	2.72727272727273
1081	1114	"Howes Prairie Marsh"	41.65	-87.07222	12	"AWI"	12	402	1009	664	2.23048327137546	0	0.743494423791822	0.743494423791822	2.23048327137546	1.85873605947955	2.60223048327138	0.743494423791822	0	0.743494423791822	0	0	0	14.1263940520446	0	28.6245353159851	3.3457249070632	40.5204460966543	1.11524163568773	0.371747211895911
